SN;Commodity;Date;Unit;Minimum;Maximum;Average
182625;Tomato Big(Nepali);18/12/2020;Kg;60;70;65
182725;Tomato Big(Nepali);19/12/2020;Kg;50;60;55
182824;Tomato Big(Nepali);20/12/2020;Kg;50;60;55
182926;Tomato Big(Nepali);21/12/2020;Kg;50;55;52.5
183030;Tomato Big(Nepali);22/12/2020;Kg;55;65;60
183136;Tomato Big(Nepali);23/12/2020;Kg;50;60;55
183242;Tomato Big(Nepali);24/12/2020;Kg;50;55;52.5
183348;Tomato Big(Nepali);25/12/2020;Kg;50;60;55
183454;Tomato Big(Nepali);26/12/2020;Kg;50;60;55
183556;Tomato Big(Nepali);27/12/2020;Kg;50;60;55
183656;Tomato Big(Nepali);28/12/2020;Kg;60;70;65
183758;Tomato Big(Nepali);29/12/2020;Kg;55;60;57.5
183859;Tomato Big(Nepali);30/12/2020;Kg;50;60;55
183961;Tomato Big(Nepali);31/12/2020;Kg;50;60;55
184061;Tomato Big(Nepali);01/01/2021;Kg;50;60;55
184163;Tomato Big(Nepali);02/01/2021;Kg;50;60;55
184262;Tomato Big(Nepali);03/01/2021;Kg;50;60;55
184361;Tomato Big(Nepali);04/01/2021;Kg;50;60;55
184459;Tomato Big(Nepali);05/01/2021;Kg;50;60;55
184555;Tomato Big(Nepali);06/01/2021;Kg;50;60;55
184652;Tomato Big(Nepali);07/01/2021;Kg;45;50;47.5
184746;Tomato Big(Nepali);08/01/2021;Kg;50;55;52.5
184841;Tomato Big(Nepali);09/01/2021;Kg;40;50;45
184938;Tomato Big(Nepali);10/01/2021;Kg;40;50;45
185034;Tomato Big(Nepali);11/01/2021;Kg;50;60;55
185132;Tomato Big(Nepali);12/01/2021;Kg;40;50;45
185228;Tomato Big(Nepali);13/01/2021;Kg;40;50;45
185326;Tomato Big(Nepali);14/01/2021;Kg;40;45;42.5
185421;Tomato Big(Nepali);15/01/2021;Kg;45;50;47.5
185516;Tomato Big(Nepali);16/01/2021;Kg;40;50;45
185610;Tomato Big(Nepali);17/01/2021;Kg;40;45;42.5
185706;Tomato Big(Nepali);18/01/2021;Kg;40;45;42.5
185800;Tomato Big(Nepali);19/01/2021;Kg;40;45;42.5
185896;Tomato Big(Nepali);20/01/2021;Kg;35;45;40
185992;Tomato Big(Nepali);21/01/2021;Kg;35;40;37.5
186088;Tomato Big(Nepali);22/01/2021;Kg;35;40;37.5
186186;Tomato Big(Nepali);23/01/2021;Kg;35;40;37.5
186283;Tomato Big(Nepali);24/01/2021;Kg;35;40;37.5
186968;Tomato Big(Nepali);31/01/2021;Kg;40;50;45
187066;Tomato Big(Nepali);01/02/2021;Kg;40;50;45
187163;Tomato Big(Nepali);02/02/2021;Kg;40;50;45
187260;Tomato Big(Nepali);03/02/2021;Kg;50;60;55
187438;Tomato Big(Nepali);05/02/2021;Kg;50;60;55
187532;Tomato Big(Nepali);06/02/2021;Kg;50;60;55
187629;Tomato Big(Nepali);07/02/2021;Kg;45;50;47.5
187726;Tomato Big(Nepali);08/02/2021;Kg;50;60;55
187825;Tomato Big(Nepali);09/02/2021;Kg;50;60;55
187923;Tomato Big(Nepali);10/02/2021;Kg;50;60;55
188023;Tomato Big(Nepali);11/02/2021;Kg;50;60;55
188122;Tomato Big(Nepali);12/02/2021;Kg;50;60;55
188223;Tomato Big(Nepali);13/02/2021;Kg;50;60;55
188323;Tomato Big(Nepali);14/02/2021;Kg;50;60;55
188423;Tomato Big(Nepali);15/02/2021;Kg;50;60;55
188523;Tomato Big(Nepali);16/02/2021;Kg;50;60;55
188623;Tomato Big(Nepali);17/02/2021;Kg;50;60;55
188725;Tomato Big(Nepali);18/02/2021;Kg;50;60;55
188824;Tomato Big(Nepali);19/02/2021;Kg;45;50;47.5
188925;Tomato Big(Nepali);20/02/2021;Kg;40;50;45
189024;Tomato Big(Nepali);21/02/2021;Kg;40;45;42.5
189119;Tomato Big(Nepali);22/02/2021;Kg;40;50;45
189216;Tomato Big(Nepali);23/02/2021;Kg;40;50;45
189313;Tomato Big(Nepali);24/02/2021;Kg;40;50;45
189407;Tomato Big(Nepali);25/02/2021;Kg;40;50;45
189507;Tomato Big(Nepali);26/02/2021;Kg;40;50;45
189607;Tomato Big(Nepali);27/02/2021;Kg;40;50;45
189705;Tomato Big(Nepali);28/02/2021;Kg;40;50;45
189806;Tomato Big(Nepali);01/03/2021;Kg;40;50;45
189908;Tomato Big(Nepali);02/03/2021;Kg;40;50;45
190012;Tomato Big(Nepali);03/03/2021;Kg;40;50;45
190323;Tomato Big(Nepali);07/03/2021;Kg;40;50;45
191059;Tomato Big(Nepali);14/03/2021;Kg;45;55;50
191168;Tomato Big(Nepali);15/03/2021;Kg;45;55;50
191276;Tomato Big(Nepali);16/03/2021;Kg;45;55;50
191386;Tomato Big(Nepali);17/03/2021;Kg;40;50;45
191493;Tomato Big(Nepali);18/03/2021;Kg;40;50;45
191814;Tomato Big(Nepali);21/03/2021;Kg;40;50;45
192030;Tomato Big(Nepali);23/03/2021;Kg;40;50;45
192560;Tomato Big(Nepali);28/03/2021;Kg;40;50;45
192769;Tomato Big(Nepali);30/03/2021;Kg;45;50;47.5
193281;Tomato Big(Nepali);04/04/2021;Kg;50;60;55
194756;Tomato Big(Nepali);18/04/2021;Kg;45;50;47.5
195464;Tomato Big(Nepali);25/04/2021;Kg;50;60;55
195566;Tomato Big(Nepali);26/04/2021;Kg;50;60;55
196118;Tomato Big(Nepali);02/05/2021;Kg;25;30;27.5
196364;Tomato Big(Nepali);05/05/2021;Kg;40;50;45
196452;Tomato Big(Nepali);06/05/2021;Kg;40;50;45
196539;Tomato Big(Nepali);07/05/2021;Kg;40;50;45
196979;Tomato Big(Nepali);12/05/2021;Kg;45;50;47.5
197070;Tomato Big(Nepali);13/05/2021;Kg;45;50;47.5
