SN;Commodity;Date;Unit;Minimum;Maximum;Average
60017;Tomato Big(Nepali);25/01/2016;Kg;40;50;45
60091;Tomato Big(Nepali);26/01/2016;Kg;40;50;45
60166;Tomato Big(Nepali);27/01/2016;Kg;40;45;42.5
60242;Tomato Big(Nepali);28/01/2016;Kg;40;45;42.5
60316;Tomato Big(Nepali);29/01/2016;Kg;40;50;45
60391;Tomato Big(Nepali);30/01/2016;Kg;45;50;47.5
60465;Tomato Big(Nepali);31/01/2016;Kg;35;40;37.5
60541;Tomato Big(Nepali);01/02/2016;Kg;35;40;37.5
60616;Tomato Big(Nepali);02/02/2016;Kg;35;40;37.5
60691;Tomato Big(Nepali);03/02/2016;Kg;35;40;37.5
60767;Tomato Big(Nepali);04/02/2016;Kg;40;50;45
60843;Tomato Big(Nepali);05/02/2016;Kg;40;50;45
60915;Tomato Big(Nepali);06/02/2016;Kg;40;48;44
60988;Tomato Big(Nepali);07/02/2016;Kg;40;45;42.5
61062;Tomato Big(Nepali);08/02/2016;Kg;40;45;42.5
61136;Tomato Big(Nepali);09/02/2016;Kg;40;45;42.5
61210;Tomato Big(Nepali);10/02/2016;Kg;40;45;42.5
61284;Tomato Big(Nepali);11/02/2016;Kg;35;40;37.5
61359;Tomato Big(Nepali);12/02/2016;Kg;35;40;37.5
61434;Tomato Big(Nepali);13/02/2016;Kg;35;40;37.5
61506;Tomato Big(Nepali);14/02/2016;Kg;35;40;37.5
61581;Tomato Big(Nepali);15/02/2016;Kg;30;40;35
61656;Tomato Big(Nepali);16/02/2016;Kg;35;40;37.5
61731;Tomato Big(Nepali);17/02/2016;Kg;35;40;37.5
61806;Tomato Big(Nepali);18/02/2016;Kg;35;40;37.5
61880;Tomato Big(Nepali);19/02/2016;Kg;35;40;37.5
61954;Tomato Big(Nepali);20/02/2016;Kg;38;40;39
62026;Tomato Big(Nepali);21/02/2016;Kg;35;40;37.5
62100;Tomato Big(Nepali);22/02/2016;Kg;35;40;37.5
62174;Tomato Big(Nepali);23/02/2016;Kg;35;40;37.5
62248;Tomato Big(Nepali);24/02/2016;Kg;35;40;37.5
62321;Tomato Big(Nepali);25/02/2016;Kg;35;40;37.5
62395;Tomato Big(Nepali);26/02/2016;Kg;35;40;37.5
62469;Tomato Big(Nepali);27/02/2016;Kg;35;40;37.5
62543;Tomato Big(Nepali);28/02/2016;Kg;35;40;37.5
62617;Tomato Big(Nepali);29/02/2016;Kg;35;40;37.5
62691;Tomato Big(Nepali);01/03/2016;Kg;40;50;45
62765;Tomato Big(Nepali);02/03/2016;Kg;40;50;45
62839;Tomato Big(Nepali);04/03/2016;Kg;35;40;37.5
62914;Tomato Big(Nepali);05/03/2016;Kg;38;40;39
62987;Tomato Big(Nepali);06/03/2016;Kg;35;40;37.5
63062;Tomato Big(Nepali);07/03/2016;Kg;30;35;32.5
63139;Tomato Big(Nepali);08/03/2016;Kg;28;30;29
63215;Tomato Big(Nepali);09/03/2016;Kg;35;40;37.5
63289;Tomato Big(Nepali);10/03/2016;Kg;30;35;32.5
63365;Tomato Big(Nepali);11/03/2016;Kg;35;40;37.5
63441;Tomato Big(Nepali);12/03/2016;Kg;38;45;41.5
63516;Tomato Big(Nepali);13/03/2016;Kg;38;45;41.5
63592;Tomato Big(Nepali);15/03/2016;Kg;30;40;35
63670;Tomato Big(Nepali);16/03/2016;Kg;35;40;37.5
63749;Tomato Big(Nepali);17/03/2016;Kg;35;40;37.5
63825;Tomato Big(Nepali);18/03/2016;Kg;35;40;37.5
63902;Tomato Big(Nepali);19/03/2016;Kg;35;40;37.5
63977;Tomato Big(Nepali);20/03/2016;Kg;35;40;37.5
64053;Tomato Big(Nepali);21/03/2016;Kg;30;40;35
64126;Tomato Big(Nepali);22/03/2016;Kg;32;40;36
64200;Tomato Big(Nepali);23/03/2016;Kg;30;40;35
64274;Tomato Big(Nepali);24/03/2016;Kg;30;40;35
64348;Tomato Big(Nepali);25/03/2016;Kg;30;40;35
64421;Tomato Big(Nepali);26/03/2016;Kg;30;40;35
64493;Tomato Big(Nepali);27/03/2016;Kg;30;40;35
64566;Tomato Big(Nepali);28/03/2016;Kg;30;40;35
64638;Tomato Big(Nepali);29/03/2016;Kg;30;40;35
64709;Tomato Big(Nepali);30/03/2016;Kg;30;35;32.5
64782;Tomato Big(Nepali);31/03/2016;Kg;30;35;32.5
64854;Tomato Big(Nepali);01/04/2016;Kg;25;30;27.5
64926;Tomato Big(Nepali);02/04/2016;Kg;28;30;29
64996;Tomato Big(Nepali);03/04/2016;Kg;25;30;27.5
65069;Tomato Big(Nepali);04/04/2016;Kg;30;40;35
65143;Tomato Big(Nepali);05/04/2016;Kg;30;40;35
65217;Tomato Big(Nepali);06/04/2016;Kg;30;35;32.5
65291;Tomato Big(Nepali);07/04/2016;Kg;28;30;29
65365;Tomato Big(Nepali);08/04/2016;Kg;28;30;29
65437;Tomato Big(Nepali);09/04/2016;Kg;28;30;29
65508;Tomato Big(Nepali);10/04/2016;Kg;25;30;27.5
65579;Tomato Big(Nepali);11/04/2016;Kg;30;40;35
65652;Tomato Big(Nepali);12/04/2016;Kg;30;40;35
65725;Tomato Big(Nepali);13/04/2016;Kg;30;32;31
65798;Tomato Big(Nepali);14/04/2016;Kg;30;40;35
65870;Tomato Big(Nepali);15/04/2016;Kg;30;35;32.5
65942;Tomato Big(Nepali);16/04/2016;Kg;30;35;32.5
66014;Tomato Big(Nepali);17/04/2016;Kg;30;35;32.5
66086;Tomato Big(Nepali);18/04/2016;Kg;30;35;32.5
66159;Tomato Big(Nepali);19/04/2016;Kg;25;30;27.5
66232;Tomato Big(Nepali);20/04/2016;Kg;25;30;27.5
66305;Tomato Big(Nepali);21/04/2016;Kg;25;30;27.5
66379;Tomato Big(Nepali);22/04/2016;Kg;25;30;27.5
66453;Tomato Big(Nepali);23/04/2016;Kg;28;30;29
66526;Tomato Big(Nepali);24/04/2016;Kg;30;40;35
66600;Tomato Big(Nepali);25/04/2016;Kg;30;40;35
66673;Tomato Big(Nepali);26/04/2016;Kg;30;40;35
66746;Tomato Big(Nepali);27/04/2016;Kg;35;45;40
66820;Tomato Big(Nepali);28/04/2016;Kg;40;45;42.5
66890;Tomato Big(Nepali);29/04/2016;Kg;45;50;47.5
66962;Tomato Big(Nepali);30/04/2016;Kg;45;50;47.5
67032;Tomato Big(Nepali);01/05/2016;Kg;40;45;42.5
67103;Tomato Big(Nepali);02/05/2016;Kg;40;50;45
67175;Tomato Big(Nepali);03/05/2016;Kg;40;45;42.5
67243;Tomato Big(Nepali);04/05/2016;Kg;45;50;47.5
67311;Tomato Big(Nepali);05/05/2016;Kg;50;60;55
67380;Tomato Big(Nepali);06/05/2016;Kg;50;60;55
67447;Tomato Big(Nepali);07/05/2016;Kg;50;60;55
67514;Tomato Big(Nepali);08/05/2016;Kg;45;50;47.5
67582;Tomato Big(Nepali);09/05/2016;Kg;40;50;45
67648;Tomato Big(Nepali);10/05/2016;Kg;45;50;47.5
67714;Tomato Big(Nepali);11/05/2016;Kg;45;50;47.5
67781;Tomato Big(Nepali);12/05/2016;Kg;45;50;47.5
67848;Tomato Big(Nepali);13/05/2016;Kg;45;50;47.5
67916;Tomato Big(Nepali);14/05/2016;Kg;50;58;54
67983;Tomato Big(Nepali);15/05/2016;Kg;45;50;47.5
68049;Tomato Big(Nepali);16/05/2016;Kg;50;60;55
68115;Tomato Big(Nepali);17/05/2016;Kg;50;60;55
68182;Tomato Big(Nepali);18/05/2016;Kg;50;60;55
68249;Tomato Big(Nepali);19/05/2016;Kg;50;60;55
68316;Tomato Big(Nepali);20/05/2016;Kg;60;70;65
68383;Tomato Big(Nepali);21/05/2016;Kg;60;70;65
68450;Tomato Big(Nepali);22/05/2016;Kg;60;70;65
68518;Tomato Big(Nepali);23/05/2016;Kg;60;70;65
68585;Tomato Big(Nepali);24/05/2016;Kg;60;75;67.5
68652;Tomato Big(Nepali);25/05/2016;Kg;40;50;45
68719;Tomato Big(Nepali);26/05/2016;Kg;40;50;45
68788;Tomato Big(Nepali);27/05/2016;Kg;35;40;37.5
68856;Tomato Big(Nepali);28/05/2016;Kg;35;40;37.5
68924;Tomato Big(Nepali);29/05/2016;Kg;50;60;55
68992;Tomato Big(Nepali);30/05/2016;Kg;60;70;65
69060;Tomato Big(Nepali);31/05/2016;Kg;50;60;55
69128;Tomato Big(Nepali);01/06/2016;Kg;50;60;55
69196;Tomato Big(Nepali);02/06/2016;Kg;50;60;55
69265;Tomato Big(Nepali);03/06/2016;Kg;50;60;55
69334;Tomato Big(Nepali);04/06/2016;Kg;50;60;55
69403;Tomato Big(Nepali);05/06/2016;Kg;60;70;65
69473;Tomato Big(Nepali);06/06/2016;Kg;50;60;55
69544;Tomato Big(Nepali);07/06/2016;Kg;50;60;55
69615;Tomato Big(Nepali);08/06/2016;Kg;50;60;55
69686;Tomato Big(Nepali);09/06/2016;Kg;50;60;55
69757;Tomato Big(Nepali);10/06/2016;Kg;50;60;55
69827;Tomato Big(Nepali);11/06/2016;Kg;50;60;55
69897;Tomato Big(Nepali);12/06/2016;Kg;50;60;55
69966;Tomato Big(Nepali);13/06/2016;Kg;50;60;55
70035;Tomato Big(Nepali);14/06/2016;Kg;50;60;55
70104;Tomato Big(Nepali);15/06/2016;Kg;50;60;55
70174;Tomato Big(Nepali);16/06/2016;Kg;50;60;55
70244;Tomato Big(Nepali);17/06/2016;Kg;40;50;45
70315;Tomato Big(Nepali);18/06/2016;Kg;40;50;45
70385;Tomato Big(Nepali);19/06/2016;Kg;50;60;55
70455;Tomato Big(Nepali);20/06/2016;Kg;60;70;65
70525;Tomato Big(Nepali);21/06/2016;Kg;70;80;75
70733;Tomato Big(Nepali);24/06/2016;Kg;60;70;65
70873;Tomato Big(Nepali);26/06/2016;Kg;60;70;65
71014;Tomato Big(Nepali);28/06/2016;Kg;70;80;75
71085;Tomato Big(Nepali);29/06/2016;Kg;70;80;75
71156;Tomato Big(Nepali);30/06/2016;Kg;80;90;85
71227;Tomato Big(Nepali);01/07/2016;Kg;80;90;85
71298;Tomato Big(Nepali);02/07/2016;Kg;80;90;85
71369;Tomato Big(Nepali);03/07/2016;Kg;80;90;85
71439;Tomato Big(Nepali);04/07/2016;Kg;80;90;85
71509;Tomato Big(Nepali);05/07/2016;Kg;80;90;85
71579;Tomato Big(Nepali);06/07/2016;Kg;70;80;75
71648;Tomato Big(Nepali);07/07/2016;Kg;70;80;75
71717;Tomato Big(Nepali);08/07/2016;Kg;70;80;75
71786;Tomato Big(Nepali);09/07/2016;Kg;70;80;75
71856;Tomato Big(Nepali);10/07/2016;Kg;70;80;75
71925;Tomato Big(Nepali);11/07/2016;Kg;80;90;85
71994;Tomato Big(Nepali);12/07/2016;Kg;90;100;95
72061;Tomato Big(Nepali);13/07/2016;Kg;70;80;75
72129;Tomato Big(Nepali);14/07/2016;Kg;70;80;75
72198;Tomato Big(Nepali);15/07/2016;Kg;70;80;75
72266;Tomato Big(Nepali);16/07/2016;Kg;70;80;75
72336;Tomato Big(Nepali);17/07/2016;Kg;60;65;62.5
72403;Tomato Big(Nepali);18/07/2016;Kg;50;60;55
72471;Tomato Big(Nepali);19/07/2016;Kg;50;60;55
72539;Tomato Big(Nepali);20/07/2016;Kg;50;60;55
72607;Tomato Big(Nepali);21/07/2016;Kg;50;60;55
72675;Tomato Big(Nepali);22/07/2016;Kg;60;70;65
72743;Tomato Big(Nepali);23/07/2016;Kg;60;70;65
72810;Tomato Big(Nepali);24/07/2016;Kg;70;80;75
72878;Tomato Big(Nepali);25/07/2016;Kg;70;75;72.5
72946;Tomato Big(Nepali);26/07/2016;Kg;80;85;82.5
73015;Tomato Big(Nepali);27/07/2016;Kg;75;80;77.5
73085;Tomato Big(Nepali);28/07/2016;Kg;70;80;75
73155;Tomato Big(Nepali);29/07/2016;Kg;70;80;75
73225;Tomato Big(Nepali);30/07/2016;Kg;68;75;71.5
73295;Tomato Big(Nepali);31/07/2016;Kg;65;70;67.5
73365;Tomato Big(Nepali);01/08/2016;Kg;65;70;67.5
73434;Tomato Big(Nepali);02/08/2016;Kg;60;70;65
73502;Tomato Big(Nepali);03/08/2016;Kg;70;75;72.5
73570;Tomato Big(Nepali);04/08/2016;Kg;65;70;67.5
73639;Tomato Big(Nepali);05/08/2016;Kg;60;65;62.5
73706;Tomato Big(Nepali);06/08/2016;Kg;50;60;55
73774;Tomato Big(Nepali);07/08/2016;Kg;55;60;57.5
73844;Tomato Big(Nepali);08/08/2016;Kg;55;60;57.5
73914;Tomato Big(Nepali);09/08/2016;Kg;50;55;52.5
73985;Tomato Big(Nepali);10/08/2016;Kg;50;55;52.5
74056;Tomato Big(Nepali);11/08/2016;Kg;50;55;52.5
74127;Tomato Big(Nepali);12/08/2016;Kg;50;55;52.5
74198;Tomato Big(Nepali);13/08/2016;Kg;45;50;47.5
74269;Tomato Big(Nepali);14/08/2016;Kg;45;50;47.5
74340;Tomato Big(Nepali);15/08/2016;Kg;50;55;52.5
74411;Tomato Big(Nepali);16/08/2016;Kg;45;50;47.5
74481;Tomato Big(Nepali);17/08/2016;Kg;45;50;47.5
74551;Tomato Big(Nepali);18/08/2016;Kg;55;60;57.5
74621;Tomato Big(Nepali);19/08/2016;Kg;55;60;57.5
74691;Tomato Big(Nepali);20/08/2016;Kg;48;55;51.5
74761;Tomato Big(Nepali);21/08/2016;Kg;45;50;47.5
74831;Tomato Big(Nepali);22/08/2016;Kg;45;50;47.5
74901;Tomato Big(Nepali);23/08/2016;Kg;40;50;45
74971;Tomato Big(Nepali);24/08/2016;Kg;40;45;42.5
75041;Tomato Big(Nepali);25/08/2016;Kg;35;45;40
75112;Tomato Big(Nepali);26/08/2016;Kg;35;40;37.5
75181;Tomato Big(Nepali);27/08/2016;Kg;35;40;37.5
75251;Tomato Big(Nepali);28/08/2016;Kg;35;40;37.5
75320;Tomato Big(Nepali);29/08/2016;Kg;35;40;37.5
75388;Tomato Big(Nepali);30/08/2016;Kg;35;40;37.5
75456;Tomato Big(Nepali);31/08/2016;Kg;35;40;37.5
75525;Tomato Big(Nepali);01/09/2016;Kg;40;45;42.5
75594;Tomato Big(Nepali);02/09/2016;Kg;50;60;55
75664;Tomato Big(Nepali);03/09/2016;Kg;40;50;45
75734;Tomato Big(Nepali);04/09/2016;Kg;45;55;50
75803;Tomato Big(Nepali);05/09/2016;Kg;35;40;37.5
75872;Tomato Big(Nepali);06/09/2016;Kg;35;40;37.5
75941;Tomato Big(Nepali);07/09/2016;Kg;30;35;32.5
76008;Tomato Big(Nepali);08/09/2016;Kg;35;40;37.5
76076;Tomato Big(Nepali);09/09/2016;Kg;35;40;37.5
76144;Tomato Big(Nepali);10/09/2016;Kg;35;40;37.5
76213;Tomato Big(Nepali);11/09/2016;Kg;45;50;47.5
76280;Tomato Big(Nepali);12/09/2016;Kg;50;55;52.5
76348;Tomato Big(Nepali);13/09/2016;Kg;50;55;52.5
76415;Tomato Big(Nepali);14/09/2016;Kg;50;55;52.5
76483;Tomato Big(Nepali);15/09/2016;Kg;50;55;52.5
76551;Tomato Big(Nepali);16/09/2016;Kg;40;45;42.5
76618;Tomato Big(Nepali);17/09/2016;Kg;38;42;40
76685;Tomato Big(Nepali);18/09/2016;Kg;35;40;37.5
76752;Tomato Big(Nepali);19/09/2016;Kg;35;40;37.5
76819;Tomato Big(Nepali);20/09/2016;Kg;35;40;37.5
76886;Tomato Big(Nepali);21/09/2016;Kg;35;40;37.5
76954;Tomato Big(Nepali);22/09/2016;Kg;35;40;37.5
77019;Tomato Big(Nepali);23/09/2016;Kg;35;40;37.5
77084;Tomato Big(Nepali);24/09/2016;Kg;35;40;37.5
77149;Tomato Big(Nepali);25/09/2016;Kg;45;50;47.5
77215;Tomato Big(Nepali);26/09/2016;Kg;35;40;37.5
77281;Tomato Big(Nepali);27/09/2016;Kg;35;40;37.5
77347;Tomato Big(Nepali);28/09/2016;Kg;35;40;37.5
77413;Tomato Big(Nepali);29/09/2016;Kg;45;50;47.5
77481;Tomato Big(Nepali);30/09/2016;Kg;50;55;52.5
77549;Tomato Big(Nepali);01/10/2016;Kg;45;50;47.5
77617;Tomato Big(Nepali);02/10/2016;Kg;45;50;47.5
77685;Tomato Big(Nepali);03/10/2016;Kg;45;50;47.5
77753;Tomato Big(Nepali);04/10/2016;Kg;45;50;47.5
77821;Tomato Big(Nepali);05/10/2016;Kg;45;50;47.5
77889;Tomato Big(Nepali);06/10/2016;Kg;55;60;57.5
77958;Tomato Big(Nepali);07/10/2016;Kg;55;60;57.5
78027;Tomato Big(Nepali);08/10/2016;Kg;40;50;45
78095;Tomato Big(Nepali);09/10/2016;Kg;45;50;47.5
78162;Tomato Big(Nepali);10/10/2016;Kg;45;50;47.5
78226;Tomato Big(Nepali);11/10/2016;Kg;50;55;52.5
78288;Tomato Big(Nepali);12/10/2016;Kg;45;50;47.5
78348;Tomato Big(Nepali);13/10/2016;Kg;45;50;47.5
78413;Tomato Big(Nepali);14/10/2016;Kg;45;50;47.5
78479;Tomato Big(Nepali);15/10/2016;Kg;45;50;47.5
78546;Tomato Big(Nepali);16/10/2016;Kg;50;55;52.5
78615;Tomato Big(Nepali);17/10/2016;Kg;55;60;57.5
78685;Tomato Big(Nepali);18/10/2016;Kg;55;60;57.5
78755;Tomato Big(Nepali);19/10/2016;Kg;55;60;57.5
78825;Tomato Big(Nepali);20/10/2016;Kg;55;60;57.5
78895;Tomato Big(Nepali);21/10/2016;Kg;50;60;55
78965;Tomato Big(Nepali);22/10/2016;Kg;50;55;52.5
79034;Tomato Big(Nepali);23/10/2016;Kg;45;50;47.5
79104;Tomato Big(Nepali);24/10/2016;Kg;35;40;37.5
79173;Tomato Big(Nepali);25/10/2016;Kg;40;45;42.5
79241;Tomato Big(Nepali);26/10/2016;Kg;40;50;45
79309;Tomato Big(Nepali);27/10/2016;Kg;35;40;37.5
79377;Tomato Big(Nepali);28/10/2016;Kg;35;40;37.5
79445;Tomato Big(Nepali);29/10/2016;Kg;35;40;37.5
79513;Tomato Big(Nepali);30/10/2016;Kg;35;40;37.5
79581;Tomato Big(Nepali);31/10/2016;Kg;35;40;37.5
79648;Tomato Big(Nepali);01/11/2016;Kg;35;40;37.5
79713;Tomato Big(Nepali);02/11/2016;Kg;35;40;37.5
79779;Tomato Big(Nepali);03/11/2016;Kg;35;40;37.5
79845;Tomato Big(Nepali);04/11/2016;Kg;35;40;37.5
79911;Tomato Big(Nepali);05/11/2016;Kg;35;40;37.5
79977;Tomato Big(Nepali);06/11/2016;Kg;30;38;34
80043;Tomato Big(Nepali);07/11/2016;Kg;35;40;37.5
80109;Tomato Big(Nepali);08/11/2016;Kg;35;40;37.5
80175;Tomato Big(Nepali);09/11/2016;Kg;35;40;37.5
80240;Tomato Big(Nepali);10/11/2016;Kg;40;45;42.5
80306;Tomato Big(Nepali);11/11/2016;Kg;35;40;37.5
80373;Tomato Big(Nepali);12/11/2016;Kg;35;40;37.5
80440;Tomato Big(Nepali);13/11/2016;Kg;35;40;37.5
80507;Tomato Big(Nepali);14/11/2016;Kg;30;40;35
80573;Tomato Big(Nepali);15/11/2016;Kg;30;40;35
80639;Tomato Big(Nepali);16/11/2016;Kg;35;40;37.5
80705;Tomato Big(Nepali);17/11/2016;Kg;35;40;37.5
80770;Tomato Big(Nepali);18/11/2016;Kg;35;40;37.5
80835;Tomato Big(Nepali);19/11/2016;Kg;35;40;37.5
80902;Tomato Big(Nepali);20/11/2016;Kg;35;40;37.5
80967;Tomato Big(Nepali);21/11/2016;Kg;40;45;42.5
81033;Tomato Big(Nepali);22/11/2016;Kg;40;45;42.5
81099;Tomato Big(Nepali);23/11/2016;Kg;40;45;42.5
81165;Tomato Big(Nepali);24/11/2016;Kg;40;45;42.5
81232;Tomato Big(Nepali);25/11/2016;Kg;35;40;37.5
81299;Tomato Big(Nepali);26/11/2016;Kg;35;40;37.5
81366;Tomato Big(Nepali);27/11/2016;Kg;40;45;42.5
81435;Tomato Big(Nepali);28/11/2016;Kg;35;40;37.5
81504;Tomato Big(Nepali);29/11/2016;Kg;35;40;37.5
81572;Tomato Big(Nepali);30/11/2016;Kg;35;40;37.5
81641;Tomato Big(Nepali);01/12/2016;Kg;35;40;37.5
81711;Tomato Big(Nepali);02/12/2016;Kg;35;40;37.5
81781;Tomato Big(Nepali);03/12/2016;Kg;35;40;37.5
81851;Tomato Big(Nepali);04/12/2016;Kg;35;40;37.5
81921;Tomato Big(Nepali);05/12/2016;Kg;35;40;37.5
81992;Tomato Big(Nepali);06/12/2016;Kg;35;40;37.5
82063;Tomato Big(Nepali);07/12/2016;Kg;35;40;37.5
82134;Tomato Big(Nepali);08/12/2016;Kg;30;35;32.5
82205;Tomato Big(Nepali);09/12/2016;Kg;35;40;37.5
82276;Tomato Big(Nepali);10/12/2016;Kg;35;40;37.5
82347;Tomato Big(Nepali);11/12/2016;Kg;35;40;37.5
82418;Tomato Big(Nepali);12/12/2016;Kg;30;40;35
82489;Tomato Big(Nepali);13/12/2016;Kg;35;40;37.5
82560;Tomato Big(Nepali);14/12/2016;Kg;35;40;37.5
82631;Tomato Big(Nepali);15/12/2016;Kg;35;40;37.5
82702;Tomato Big(Nepali);16/12/2016;Kg;35;40;37.5
82773;Tomato Big(Nepali);17/12/2016;Kg;28;32;30
82844;Tomato Big(Nepali);18/12/2016;Kg;35;40;37.5
82915;Tomato Big(Nepali);19/12/2016;Kg;35;40;37.5
82986;Tomato Big(Nepali);20/12/2016;Kg;30;35;32.5
83057;Tomato Big(Nepali);21/12/2016;Kg;30;35;32.5
83128;Tomato Big(Nepali);22/12/2016;Kg;30;35;32.5
83199;Tomato Big(Nepali);23/12/2016;Kg;30;35;32.5
83270;Tomato Big(Nepali);24/12/2016;Kg;30;35;32.5
83340;Tomato Big(Nepali);25/12/2016;Kg;30;35;32.5
83410;Tomato Big(Nepali);26/12/2016;Kg;30;35;32.5
83480;Tomato Big(Nepali);27/12/2016;Kg;25;30;27.5
83548;Tomato Big(Nepali);28/12/2016;Kg;25;30;27.5
83617;Tomato Big(Nepali);29/12/2016;Kg;25;30;27.5
83686;Tomato Big(Nepali);30/12/2016;Kg;25;28;26.5
83754;Tomato Big(Nepali);31/12/2016;Kg;25;30;27.5
83823;Tomato Big(Nepali);01/01/2017;Kg;25;30;27.5
83894;Tomato Big(Nepali);02/01/2017;Kg;25;30;27.5
